"","x"
"2458",40389.577859146
"2459",42805.5475528633
"2460",50244.9851662379
"2461",52745.9556488415
"2462",75053.1755359409
"2463",74260.3904001966
"2464",61020.3019376194
"2465",59651.0103319349
"2466",61418.6507586326
"2467",79737.7994058873
"2468",32221.9917608402
"2469",37823.9963825576
"2470",35863.6728407217
"2471",43598.05717082
"2472",49408.4423779716
"2473",49408.4423779716
"2474",31471.3379507556
"2475",31471.3379507556
"2476",31913.8768008016
"2477",37123.2376940052
"2478",36599.8749323198
"2479",47067.1577693498
"2480",50262.8615177937
"2481",52987.8093562226
"2482",15721.9213106935
"2483",28755.0356490641
"2484",27593.2259341359
"2485",29416.7358625046
"2486",45756.7826347189
"2487",53464.1913051859
"2488",36837.2229721576
"2489",24976.8998993247
"2490",25872.1168119523
"2491",32687.8647080547
"2492",33338.9333611114
"2493",28923.8788443426
"2494",38249.2019683263
"2495",29095.8777122601
"2496",33342.3355445329
"2497",34319.9276435841
"2498",33996.1931093034
"2499",33996.1931093034
"2500",35016.0571758529
"2501",35449.5670088555
"2502",102445.135630902
"2503",102445.135630902
"2504",19130.2283961853
"2505",29652.23287509
"2506",38999.173719982
"2507",40799.4777696508
"2508",42477.9006481574
"2509",41364.5849978925
"2510",48248.9402483535
"2511",32005.100216331
"2512",32005.100216331
"2513",70725.6783664875
"2514",70725.6783664875
"2515",71871.0364540368
"2516",76840.0448968092
"2517",74077.8281687395
"2518",73640.7634322937
"2519",77913.7062006794
"2520",78005.3772897525
"2521",19006.0086382147
"2522",28441.0422761872
"2523",43002.9292218514
"2524",29229.1782582044
"2525",35055.2501551543
"2526",35055.2501551543
"2527",101617.75770414
"2528",36292.0635908355
"2529",28993.7505232733
"2530",38132.7616966277
"2531",47168.666217021
"2532",35359.1127404659
"2533",36162.573839037
"2534",28500.3960756045
"2535",28433.3673638153
"2536",35103.0895154772
"2537",35941.0533159062
"2538",27965.252401518
"2539",27400.0431097279
"2540",26786.6695379406
"2541",27545.794575577
"2542",47221.7766786674
"2543",49434.1763584416
"2544",27867.7315674064
"2545",27867.7315674064
"2546",37286.2380797265
"2547",47297.5849806988
"2548",53765.711208627
"2549",54932.8603031039
"2550",28261.726941931
"2551",26357.3006427157
"2552",29372.8080984502
"2553",28919.3830082454
"2554",34449.9478956286
"2555",19209.315000058
"2556",19209.315000058
"2557",18524.2085327872
"2558",17592.5935025755
"2559",23437.6611116712
"2560",34378.7611544204
"2561",48055.060671397
"2562",33125.0098745851
"2563",33125.0098745851
"2564",33915.7539243792
"2565",33136.8900216102
"2566",33136.8900216102
"2567",29063.3475169859
"2568",38782.0923789785
"2569",38782.0923789785
"2570",41348.6509373644
"2571",24879.9750112211
"2572",26559.5652047768
"2573",31961.8486448369
"2574",39233.0693568114
"2575",39233.0693568114
"2576",39233.0693568114
"2577",39233.0693568114
"2578",39154.9486943661
"2579",43660.0945826736
"2580",34330.304632694
"2581",21788.6260453077
"2582",22895.9946904464
"2583",41195.7759014666
"2584",50787.1997141853
"2585",34432.7695220713
"2586",34674.7095619459
"2587",34674.7095619459
"2588",50794.0778715125
"2589",51888.5529505483
"2590",35170.2749425751
"2591",44388.3034305412
"2592",54193.7058849569
"2593",22683.5461957095
"2594",32423.929461331
"2595",49132.0610183449
"2596",36726.8673781721
"2597",36726.8673781721
"2598",43636.4924958113
"2599",35906.9990562674
"2600",37450.9899171548
"2601",37693.354123761
"2602",37539.8137454635
"2603",38295.337053245
"2604",36343.5317135838
"2605",36343.5317135838
"2606",22661.2106043998
"2607",23240.9452414493
"2608",62495.8989286919
"2609",64615.5273260303
"2610",64615.5273260303
"2611",29628.6296657824
"2612",52121.554023034
"2613",46025.631893082
"2614",54985.7977325475
"2615",41189.6868117405
"2616",30297.0231533124
"2617",67328.0661052729
"2618",33236.3000950181
"2619",37972.5785169406
"2620",69488.7438333781
"2621",70782.6959645627
"2622",79507.6431747789
"2623",69879.6371340326
"2624",22366.0361389148
"2625",22366.0361389148
"2626",23137.8005415391
"2627",42114.3479621326
"2628",44739.3464551665
"2629",55645.2020680763
"2630",88736.0199372243
"2631",29145.227697165
"2632",68920.6299348912
"2633",72452.2071102096
"2634",72452.2071102096
"2635",72452.2071102096
"2636",86661.6066962911
"2637",35771.0361493967
"2638",41158.2343077688
"2639",54942.7101409736
"2640",57424.055192331
"2641",62320.2049897626
"2642",30239.3777579954
"2643",35976.7524114477
"2644",39196.9051779631
"2645",136146.19706134
"2646",136146.19706134
"2647",136146.19706134
"2648",136146.19706134
"2649",132727.939889272
"2650",136146.19706134
"2651",136146.19706134
"2652",136146.19706134
"2653",136146.19706134
"2654",132727.939889272
"2655",128714.893586092
"2656",122411.101406416
"2657",63762.5030696769
"2658",23846.5155435676
"2659",29507.6306447886
"2660",34739.6835905157
"2661",53188.2480998725
"2662",27687.4096269472
"2663",26486.2878559879
"2664",19816.0601923572
"2665",22913.6881343374
"2666",60296.9143103411
"2667",51734.5872545627
"2668",51429.3493135685
"2669",51429.3493135685
"2670",51734.5872545627
"2671",33573.0595475615
"2672",32520.3942954136
"2673",51910.4793395847
"2674",106792.282088195
"2675",106792.282088195
"2676",112080.664056249
"2677",132289.814413812
"2678",39806.4974678075
"2679",40298.7379804858
"2680",41367.0703181188
"2681",26870.0526770423
"2682",24954.9476705434
"2683",30932.6390221066
"2684",28529.0855067921
"2685",41269.190728825
"2686",30558.8540515033
"2687",39505.7619634848
"2688",23682.1835239357
"2689",65668.4481558827
"2690",17972.1633800946
"2691",22214.8934487656
"2692",31897.2633737595
"2693",35988.5570237141
"2694",29724.3459464848
"2695",100218.885029043
"2696",100218.885029043
"2697",29209.5329059272
"2698",38048.8118707445
"2699",40683.1879380675
"2700",45333.4228401801
"2701",87641.0949337624
"2702",90896.8356974019
"2703",48014.2902755412
"2704",29604.1135514632
"2705",29604.1135514632
"2706",28188.1885994468
"2707",24292.1607328344
"2708",35477.1983700458
"2709",75179.3272766213
"2710",30215.5088903388
"2711",46295.7958988707
"2712",17924.954501558
"2713",174310.08988297
"2714",25602.1993873138
"2715",25213.2558305149
"2716",28573.2229005023
"2717",31855.9195338281
"2718",31855.9195338281
"2719",33524.7794888762
"2720",33666.2643268578
"2721",49010.5265898752
"2722",25275.9233271281
"2723",26942.8243341151
"2724",28301.2939061041
"2725",27948.0557068613
"2726",41619.0965287654
"2727",52713.771895097
"2728",30248.5497974161
"2729",23155.0404493486
"2730",22647.7290935045
"2731",32588.8828992513
"2732",59949.0471966319
"2733",28598.8489609646
"2734",17092.631453634
"2735",45342.8054416639
"2736",31431.7451798133
"2737",31982.796086586
"2738",28786.2324413847
"2739",40186.0598284093
"2740",45263.0504373752
"2741",38655.55001854
"2742",38162.193333227
"2743",46230.6747020966
"2744",58918.6773229653
"2745",60067.051573957
"2746",29925.3532308698
"2747",36025.0247748989
"2748",40935.7320940827
"2749",21435.5078116032
"2750",21435.5078116032
"2751",25272.2596328434
"2752",28793.5357833769
"2753",29995.7275070314
"2754",30022.7152445441
"2755",31957.4901312762
"2756",31957.4901312762
"2757",48201.7072356545
"2758",42638.5832116044
"2759",37975.51192154
"2760",60169.6208463713
"2761",60094.0385889732
"2762",55967.2945795395
"2763",36351.0536886128
"2764",38297.8571044359
"2765",52564.3752106988
"2766",74967.976574228
"2767",34954.9329362755
"2768",21157.8725883263
"2769",23415.5431780158
"2770",30053.6536184132
"2771",53134.9129310232
"2772",29754.0404394792
"2773",32168.7818908174
"2774",34757.8437639907
"2775",39705.4560354156
"2776",51535.1048125485
"2777",23845.1055930682
"2778",27075.2708562823
"2779",34601.5734070503
"2780",44049.6338432283
"2781",45072.9152617727
"2782",45072.9152617727
"2783",45072.9152617727
"2784",50716.4862603118
"2785",21363.9357421356
"2786",20976.2700355251
"2787",20394.2047326225
"2788",32896.3296965471
"2789",32896.3296965471
"2790",27102.112161228
"2791",42557.9834563926
"2792",42626.8737830746
"2793",26334.3612066475
"2794",41408.8302360248
"2795",30439.7453997294
"2796",40578.7989037334
"2797",31193.2391813139
"2798",47919.7355807773
"2799",49008.6102840417
"2800",37863.2628404236
"2801",21100.5850281465
"2802",20882.9570270444
"2803",45663.2332469757
"2804",45231.765752658
"2805",33385.6721904972
"2806",33165.2173362626
"2807",40308.8468303422
"2808",40329.7259769448
"2809",40329.7259769448
"2810",40342.1124571673
"2811",42004.6042131928
"2812",39108.5985422057
"2813",43498.5906653486
"2814",44342.1009650819
"2815",25265.3916373318
"2816",25265.3916373318
"2817",31523.1536863661
"2818",31806.8023198536
"2819",31806.8023198536
"2820",78239.3920170708
"2821",34240.9102562737
"2822",28911.4135810849
"2823",27612.1528721006
"2824",34516.804930586
"2825",28257.1723393281
"2826",27635.5991918642
"2827",26747.7405709292
"2828",26827.3692742465
"2829",34077.6355391271
"2830",37405.907705533
"2831",37405.907705533
"2832",28923.9891803946
"2833",33977.3291504966
"2834",36606.6819155734
"2835",37738.6388087495
"2836",25034.3000808537
"2837",28860.1474607093
"2838",35715.9164539944
"2839",27179.5037482931
"2840",33184.2317032618
"2841",28710.3983632695
"2842",28491.0748273853
"2843",28491.0748273853
"2844",36377.9999815453
"2845",36377.9999815453
"2846",36389.1727670376
"2847",29933.7734322902
"2848",21563.4081481999
"2849",21563.4081481999
"2850",38154.0418799118
"2851",38755.32412979
"2852",26373.2167119714
"2853",33694.8192430998
"2854",49322.0065555179
"2855",11980.4822599619
"2856",32829.2925636815
"2857",33134.835968214
"2858",40676.9030647172
"2859",32243.4479429633
"2860",40671.162177249
"2861",45312.3298881513
"2862",45591.5227524903
"2863",45665.2800419261
"2864",46278.1829565958
"2865",32603.5244814352
"2866",38299.5372306923
"2867",47551.0384358959
"2868",50107.4592526628
"2869",66621.9637987119
"2870",38047.1064587568
"2871",48556.9229506635
"2872",65326.2757879767
"2873",65331.2599774185
"2874",64192.0975663772
"2875",38954.4196363061
"2876",38897.2137945145
"2877",52744.3962955328
"2878",36057.2308663226
"2879",60731.1854275117
"2880",59965.9724579301
"2881",66851.3402646489
"2882",50996.5276968031
"2883",57078.0632393966
"2884",58065.6113481309
"2885",37090.4685444583
"2886",36890.6603782535
"2887",46930.8996943327
"2888",64538.5455088206
"2889",41192.986593808
"2890",42569.7957540187
"2891",56066.4455077098
"2892",72700.6168471275
"2893",75362.807303562
"2894",44866.9309905943
"2895",51928.0073127244
"2896",45123.0204779553
"2897",43149.4638028335
"2898",27728.3143993303
"2899",57173.7837442445
"2900",38853.3177776304
"2901",49863.5804948168
"2902",22814.5630807319
"2903",37068.3321385856
"2904",56674.400423749
"2905",24912.2414433585
"2906",23094.503623226
"2907",27693.1664655286
"2908",32384.3118489641
"2909",34601.5404084342
"2910",33654.8362989454
"2911",34356.7359257022
"2912",34311.8442773874
"2913",56703.269897513
"2914",26364.6666020273
"2915",28020.5400193983
"2916",28249.2506968988
"2917",35124.8897536267
"2918",39634.860774749
"2919",39275.5964772416
"2920",39089.693601913
"2921",40682.4507730286
"2922",33175.8146823478
"2923",23417.39670795
"2924",43663.9670429082
"2925",29580.774327726
"2926",36361.1085281802
"2927",42343.2564284081
"2928",77004.0012113135
